name	id
Rapamycin (Sirolimus)	86
Sirolimus	86
7-Ethyl-10-hydroxycamptothecin	87
SN-38	87
SN38	87
Sorafenib	88
Sorafenib_tosylate	88
Streptozocin	89
Streptozotocin (STZ)	89
Sunitinib	90
ESR1_3	91
Tamoxifen_citrate	91
Temozolomide	92
Teniposide	93
Thalidomide	94
Thioguanine	95
Thiotepa	96
Topotecan	97
Topotecan_hydrochloride	97
Tretinoin	98
Triethylenemelamine	99
Uracil_mustard	100
Valrubicin	101
ABT-888	102
Veliparib (ABT-888)	102
Vinblastine	103
Vinblastine_sulfate	103
Vincristine	104
Vincristine_sulfate	104
Vinorelbine	105
Vinorelbine_tartrate	105
HDAC_4	106
Vorinostat	106
Vorinostat (SAHA, MK0683)	106
Zolinza	106
L778123	107
Zoledronic Acid 	108
Zoledronic_acid	108
Chloroquine	109
Carfilzomib	110
Carfilzomib (PR-171)	110
Proteasome_2	110
IGFR_3	111
OSI-906 (Linsitinib)	111
AZD4547	112
FGFR	112
ATM	113
KU-60019	113
ATR_4	114
IGFR_4	115
AZD-8055	116
AZD8055	116
MTOR	116
AZD2014	117
MTOR_1	117
BKM120 (NVP-BKM120, Buparlisib)	118
PIK3C_2	118
AZD-7762	119
AZD7762	119
CHEK1	119
AKT	120
AZD5363	120
FASN	121
PIM1	122
Olaparib (AZD2281, Ku-0059436)	123
PARP1	123
NU7441 (KU-57788)	124
TOP2	124
CSNK2A1_2	125
PIK3CB_PIK3CD	126
R406 (free base)	127
SYK	127
ABT-263 (Navitoclax)	128
BCL2	128
PTK2	129
BYL-719	130
BYL719	130
PIK3CA_4	130
GSK1120212	131
MAP2K_3	131
Trametinib (GSK1120212)	131
AZD-1480	132
JAK	132
Afatinib (BIBW2992)	133
BIBW-2992	133
EGFR	133
BCL2_BCL2L1	134
TKI	135
Vandetanib (ZD6474)	135
ALK	136
MAP2K_1	137
Selumetinib (AZD6244)	137
AZD8931 (Sapitinib)	138
ERBB	138
ALK_IGFR	139
AZD3463	139
GDC-0941	140
PIK3C	140
BCL2L1	141
BRAF_M	142
ADAM17	143
AKT_SGK	144
ALK_2	145
BCL2_2	146
BCL2_BCL2L1_BCL2L2	147
BRAF_M2	148
EG5	149
ESR1	150
HSP90	151
IAP	152
PIK3C_MTOR	153
PIK3CA_3	154
PIK3CB	155
PIP5K1	156
SLC16A4	157
TNF	158
TNFSF10	159
TNKS_PARP6	160
WNT	161
17-DMAG	162
17-DMAG (Alvespimycin) HCl	162
ABT-199	163
ABT-199 (GDC-0199)	163
BI 2536	164
BI-2536	164
BRD-7389	165
CMPD-1	166
CREBi1	167
Crizotinib	168
Crizotinib (PF-02341066)	168
Dovitinib	169
Flavopiridol	170
Foretinib	171
Foretinib (GSK1363089)	171
GSK2334470	172
GSK650394A	173
IMD 0354	174
(+)-JQ1	175
JQ1	175
MLN-4924	176
Alisertib (MLN8237)	177
MLN-8237	177
Oligomycin	178
PF-431396	179
Piperlongumine	180
SB225002	181
Simvastatin	182
Simvastatin 	182
Thapsigargin	183
YM155	184
YM155 (Sepantronium Bromide)	184
Alectinib (CH5424802)	187
AR-A014418	188
BAY 11-7082	190
BI-D1870	191
BMS-754807	192
Bosutinib (SKI-606)	193
Curcumin	197
CYT387	198
Dapagliflozin	199
Embelin	203
GSK690693	208
SP600125	214
ML130 (Nodinitib-1)	216
Entinostat (MS-275)	217
Nutlin-3	220
LDE225 (NVP-LDE225,Erismodegib)	222
TAE684 (NVP-TAE684)	223
Obatoclax Mesylate (GX15-070)	224
Orlistat 	225
PD173074	228
Ritonavir	235
Rosiglitazone 	237
Elesclomol (STA-4783)	239
Stattic	240
Temsirolimus (CCI-779, NSC 683864)	242
Tipifarnib 	244
VX-680 (Tozasertib, MK-0457)	246
Trifluoperazine	248
Trifluridine 	249
Triptolide (PG490)	250
Vemurafenib (PLX4032, RG7204)	252
Vismodegib (GDC-0449)	254
WZ4002	255
XAV-939	256
Cabozantinib (XL184, BMS-907351)	257
Zibotentan (ZD4054)	258
Albendazole	259
Aprepitant	260
Dihydroartemisinin	261
Dihydroartemisinin (DHA)	261
Carisoprodol	262
Cerivastatin	263
Chlorzoxazone	264
Cinacalcet	265
Clofarabine active form	266
Cycloguanil	267
Diazoxide	268
Dipyridamole	269
Dronedarone	270
Eflornithine	271
Ethinyl Estradiol	272
Febuxostat	273
Halofantrine	274
Irinotecan	275
Isoniazid	276
Itraconazole	277
Leflunomide	278
Meclofenamic Acid	279
Mefloquine	280
Mycophenolic Acid	281
Mycophenolic acid	281
Niclosamide	282
Nisoldipine	283
Nisoldipine 	283
Nitisinone	284
Oxyphenbutazone	285
Pazopanib	286
Pyrvinium Chloride Dihydrate	287
Quinine	288
Sodium Diethyldithiocarbamate Trihydrate	289
(+/-)-Sulfinpyrazone	290
Teriflunomide	291
Teriflunomide (A77 1726)	291
Thiabendazole	292
Tizoxanide	293
Topiramate	294
Triflupromazine	295
Valproic Acid	296
AS-252424	298
Brivanib (BMS-540215)	300
Cediranib (AZD2171)	303
RAF265 (CHIR-265)	304
Tofacitinib (CP-690550,Tasocitinib)	305
CX-4945 (Silmitasertib)	306
ENMD-2076	309
EX 527 (Selisistat)	310
GW0742	315
GW441756	317
GW9662	318
Indole-3-carbinol	320
IPA-3	321
JZL184	323
KU-0063794	324
KU-55933 (ATM Kinase Inhibitor)	325
BEZ235 (NVP-BEZ235, Dactolisib)	332
OSU-03012 (AR-12)	334
PF-04217903	336
PF-562271	337
Pioglitazone 	339
PLX-4720	340
Ruxolitinib (INCB018424)	343
SNS-032 (BMS-387032)	344
T0901317	349
17-AAG (Tanespimycin)	351
Tideglusib	353
Tie2 kinase inhibitor	354
VX-702	358
XL147	361
ZM 336372	362
Bexarotene	363
(+)-Bicuculline	364
(+)-Matrine	365
(+)-Usniacin	366
(+,-)-Octopamine HCl	367
(-)-Blebbistatin	368
(-)-Epigallocatechin Gallate	369
(-)-Huperzine A (HupA)	370
(-)-MK 801 Maleate	371
(-)-Parthenolide	372
(-)-Tetramisole	373
(6-)Aminocaproic acid	374
1-Hexadecanol	375
10-Deacetylbaccatin-III	376
10058-F4	377
2-Methoxyestradiol (2-MeOE2)	378
2-Thiouracil	379
20-Hydroxyecdysone	380
3-Deazaneplanocin A (DZNeP)	381
3-Indolebutyric acid (IBA)	382
3-Methyladenine	383
4-Aminohippuric Acid	384
4-Methylumbelliferone (4-MU)	385
4mu8C	386
5-hydroxymethyl Tolterodine (PNU 200577, 5-HMT, 5-HM)	387
5-hydroxytryptophan (5-HTP)	388
7-Aminocephalosporanic acid	389
8-Azaguanine	390
A-205804	391
A-674563	392
A-769662	393
A-803467	394
A66	395
A922500	396
ABT-737	397
ABT-751 (E7010)	398
AC480 (BMS-599626)	399
ADL5859 HCl	400
ADX-47273	401
AEE788 (NVP-AEE788)	402
AG-1024 	403
AG-14361	404
AG-1478 (Tyrphostin AG-1478)	405
AG-18	406
AG-490 (Tyrphostin B42)	407
AGI-5198	408
AM1241	409
AM251	410
AMG-458	411
AMG-517	412
AMG-900	413
AP26113	414
AR-42	415
ARN-509	416
AS-604850	417
AST-1306	418
AT101	419
AT13387	420
AT7519	421
AT7867	422
AT9283	423
AUY922 (NVP-AUY922)	424
AVL-292	425
AZ 3146	426
AZ 628	427
AZ 960	428
AZ191	429
AZ20	430
AZD1080	431
AZD1981	432
AZD2461	433
AZD2858	434
AZD3514	435
AZD5438	436
AZD6482	437
AZD8330	438
Abiraterone Acetate	439
Acadesine	440
Acarbose	441
Acebutolol HCl	442
Aceclidine HCl	443
Acemetacin	444
Acesulfame Potassium	445
Acetanilide	446
Acetarsone	447
Acetylcholine Chloride	448
Acetylcysteine	449
Aciclovir	450
Acipimox	451
Acitretin	452
Aclidinium Bromide	453
Adapalene	454
Adefovir Dipivoxil 	455
Adenine HCl	456
Adenosine	457
Adiphenine HCl	458
AdipoRon	459
Adrenalone HCl	460
Agomelatine	461
Albendazole Oxide	462
Alfacalcidol	463
Alfuzosin HCl 	464
Alibendol	465
Aliskiren Hemifumarate	466
Alizapride HCl	467
Alizarin	468
Allopurinol 	469
Allylthiourea	470
Almotriptan Malate	471
Aloe-emodin	472
Alogliptin	473
Aloperine	474
Alprostadil	475
Altrenogest	476
Alverine Citrate	477
Amantadine HCl	478
Ambrisentan	479
Ambroxol HCl	480
Amfebutamone HCl	481
Amfenac Sodium Monohydrate	482
Amidopyrine	483
Amiloride HCl 	484
Aminoglutethimide 	485
Aminophylline	486
Aminothiazole	487
Amiodarone HCl	488
Amisulpride	489
Amitriptyline HCl 	490
Amlodipine 	491
Ammonium Glycyrrhizinate	492
Amonafide	493
Amorolfine HCl	494
Amoxicillin	495
Amoxicillin Sodium	496
Amphotericin B 	497
Ampicillin Trihydrate	498
Ampicillin sodium	499
Ampiroxicam	500
Amprenavir 	501
Amprolium HCl	502
Amuvatinib (MP-470)	503
Anacetrapib (MK-0859)	504
Anagrelide HCl	505
Andarine	506
Andrographolide	507
Aniracetam	508
Anisotropine Methylbromide 	509
Antazoline HCl	510
Antipyrine	511
Apatinib	512
Apigenin	513
Apixaban	514
Apocynin	515
Apoptosis Activator 2	516
Apremilast (CC-10004)	517
Arbidol HCl	518
Arbutin	519
Arecoline	520
Argatroban	521
Aripiprazole	522
Artemether	523
Artemisinin	524
Artesunate	525
Articaine HCl	526
Asaraldehyde	527
Asenapine	528
Asiatic Acid	529
Aspartame	530
Aspirin	531
Astragaloside A	532
Ataluren (PTC124)	533
Atazanavir Sulfate	534
Atomoxetine HCl	535
Atorvastatin Calcium 	536
Atovaquone	537
Atracurium Besylate	538
Atropine	539
Aurora A Inhibitor I	540
Avagacestat (BMS-708163)	541
Avanafil	542
Avasimibe	543
Avobenzone	544
Axitinib	545
Azacyclonol	546
Azaperone	547
Azatadine dimaleate	548
Azathioprine	549
Azelastine HCl	550
Azelnidipine	551
Azilsartan	552
Azilsartan Medoxomil	553
Azithromycin	554
Azlocillin sodium salt	555
Azomycin	556
Aztreonam	557
BAM7	558
BGJ398 (NVP-BGJ398)	559
BGT226 (NVP-BGT226)	560
BIBR 1532	561
BIIB021	562
BIO	563
BIRB 796 (Doramapimod)	564
BIX 01294	565
BIX 02188	566
BIX 02189	567
BML-190	568
BMS-265246	569
BMS-345541	570
BMS-378806 	571
BMS-707035	572
BMS-777607	573
BMS-794833	574
BMS-833923	575
BMY 7378	576
BRL-15572	577
BRL-54443	578
BS-181 HCl	579
BTZ043 Racemate	580
BX-795	581
BX-912	582
Bacitracin	583
Baicalein	584
Baicalin	585
Balofloxacin	586
Barasertib (AZD1152-HQPA)	587
Bardoxolone Methyl	588
Batimastat (BB-94)	589
Bazedoxifene HCl	590
Beclomethasone dipropionate	591
Belinostat (PXD101)	592
Bemegride	593
Benazepril HCl	594
Bendamustine HCl	595
Bendroflumethiazide	596
Benfotiamine	597
Benidipine HCl	598
Benserazide HCl	599
Benzbromarone	600
Benzethonium Chloride	601
Benzocaine	602
Benzoic Acid	603
Benztropine mesylate	604
Benzydamine HCl	605
Bephenium Hydroxynaphthoate	606
Bepotastine Besilate	607
Berberine HCl	608
Bergapten	609
Bergenin	610
Beta Carotene	611
Beta-Lapachone	612
Betahistine 2HCl	613
Betamethasone 	614
Betamipron	615
Betaxolol	616
Bethanechol chloride	617
Betulinic acid	618
Bezafibrate	619
Bicalutamide	620
Bifonazole	621
Bilobalide	622
Bimatoprost	623
Bindarit 	624
Biochanin A	625
Biotin (Vitamin B7)	626
Biperiden HCl	627
Birinapant	628
Bisacodyl	629
Bisoprolol fumarate	630
Bleomycin Sulfate	631
Bosentan Hydrate	632
Brefeldin A 	633
Brimonidine Tartrate	634
Brinzolamide	635
Brivanib Alaninate (BMS-582664)	636
Bromfenac Sodium	637
Bromhexine HCl	638
Brompheniramine hydrogen maleate	639
Broxyquinoline	640
Brucine	641
Budesonide	642
Bufexamac	643
Buflomedil HCl	644
Bumetanide	645
Bupivacaine HCl 	646
Buspirone HCl	647
Butein	648
Butenafine HCl	649
Butoconazole nitrate	650
Butylscopolamine Bromide	651
CAL-101 (Idelalisib, GS-1101)	652
CAY10505	653
CCG 50014	654
CCT128930	655
CCT129202	656
CCT137690	657
CEP-18770 (Delanzomib)	658
CEP-32496	659
CEP-33779	660
CFTRinh-172	661
CGK 733	662
CGS 21680 HCl	663
CH5132799	664
CHIR-124	665
CHIR-98014	666
CHIR-99021 (CT99021) HCl	667
CI994 (Tacedinaline)	668
CNX-774	669
CO-1686 (AVL-301)	670
CP-673451	671
CP-724714	672
CP-91149	673
CPI-613	674
CTEP (RO4956371)	675
CUDC-101	676
CUDC-907	677
CYC116	678
CZC24832	679
Cabazitaxel	680
Caffeic Acid	681
Caffeic Acid Phenethyl Ester	682
Calcifediol	683
Calcitriol	684
Calcium Gluceptate 	685
Camostat Mesilate	686
Camptothecin	687
Canagliflozin	688
Candesartan 	689
Candesartan Cilexetil	690
Canertinib (CI-1033)	691
Captopril	692
Carbadox	693
Carbamazepine 	694
Carbazochrome sodium sulfonate (AC-17)	695
Carbenicillin disodium	696
Carbenoxolone Sodium	697
Carbidopa	698
Carbimazole	699
Carmofur	700
Carprofen	701
Carvedilol	702
Caspofungin Acetate	703
Catharanthine	704
Cathepsin Inhibitor 1	705
Cefdinir 	706
Cefditoren Pivoxil	707
Cefoperazone 	708
Cefoselis Sulfate	709
Ceftiofur HCl	710
Cephalexin	711
Cephalomannine 	712
Cepharanthine	713
Cetirizine DiHCl	714
Cetrimonium Bromide (CTAB)	715
Cetylpyridinium Chloride	716
Chenodeoxycholic Acid	717
Chloramphenicol	718
Chlormezanone 	719
Chlorocresol	720
Chlorogenic Acid	721
Chlorothiazide	722
Chloroxine	723
Chlorpheniramine Maleate	724
Chlorpromazine HCl	725
Chlorpropamide	726
Chlorprothixene	727
Chlorquinaldol	728
Choline Chloride	729
Chromocarb	730
Chrysin	731
Chrysophanic Acid	732
Ciclopirox	733
Ciclopirox ethanolamine	734
Cilazapril Monohydrate 	735
Cilengitide	736
Cilnidipine	737
Cilomilast	738
Cilostazol	739
Cimetidine 	740
Cinacalcet HCl	741
Cinchonidine	742
Cinchophen	743
Cinepazide maleate	744
Cinoxacin	745
Ciprofibrate	746
Ciproxifan	747
Cisatracurium Besylate	748
Clarithromycin 	749
Clemastine Fumarate	750
Clevidipine Butyrate	751
Clevudine 	752
Climbazole	753
Clindamycin	754
Clindamycin HCl 	755
Clindamycin palmitate HCl	756
Clinofibrate	757
Clobetasol propionate	758
Clofazimine	759
Clofibric Acid	760
Clomifene citrate 	761
Clomipramine HCl 	762
Clonidine HCl 	763
Clopidogrel	764
Clorprenaline HCL	765
Clorsulon	766
Closantel	767
Closantel Sodium	768
Clotrimazole	769
Cloxacillin Sodium	770
Clozapine 	771
Cobicistat (GS-9350)	772
Conivaptan HCl 	773
Cortisone acetate 	774
Costunolide	775
Coumarin	776
Crenolanib (CP-868596)	777
Cryptotanshinone	778
Crystal Violet	779
Curcumol	780
Cyclamic  acid	781
Cyclandelate	782
Cyclizine 2HCl	783
Cyclocytidine HCl	784
Cyclosporin A 	785
Cyclosporine 	786
Cyproheptadine HCl 	787
Cyproterone Acetate	788
Cyromazine	789
Cysteamine HCl	790
Cytidine	791
Cytisine	792
D-Mannitol	793
D-Pantothenic acid	794
DAPT (GSI-IX)	795
DBeQ	796
DCC-2036 (Rebastinib)	797
DL-Carnitine HCl	798
DMXAA (Vadimezan)	799
Dabigatran Etexilate	800
Dabrafenib (GSK2118436)	801
Daclatasvir (BMS-790052)	803
Dacomitinib (PF299804, PF299)	804
Daidzein	805
Dalcetrapib (JTT-705, RO4607381)	806
Danoprevir (ITMN-191)	807
Danusertib (PHA-739358)	808
Daphnetin	809
Dapivirine (TMC120)	810
Dapoxetine HCl 	811
Daptomycin	812
Darifenacin HBr	813
Darunavir Ethanolate	814
Decamethonium Bromide	815
Deferasirox	816
Deflazacort 	817
Degrasyn (WP1130)	818
Dehydroepiandrosterone (DHEA)	819
Deoxyarbutin	820
Desloratadine	821
Desonide	822
Desvenlafaxine	823
Desvenlafaxine Succinate	824
Detomidine HCl	825
Dexlansoprazole	826
Dexmedetomidine	827
Dexrazoxane HCl (ICRF-187, ADR-529)	828
Dextrose	829
Diacerein	830
Dibenzothiophene	831
Dibucaine HCl	832
Dichlorphenamide	833
Diclazuril	834
Diclofenac Diethylamine	835
Diclofenac Potassium	836
Diclofenac Sodium	837
Dicloxacillin Sodium	838
Dicyclomine HCl	839
Didanosine	840
Dienogest	841
Diethylstilbestrol	842
Difloxacin HCl	843
Difluprednate	844
Dihydromyricetin	845
Diltiazem HCl 	846
Dimaprit 2HCl	847
Dimesna	848
Dimethyl Fumarate	849
Diminazene Aceturate	850
Dioscin	851
Diosmetin	852
Diosmin	853
Diperodon HCl	854
Diphemanil Methylsulfate	855
Diphenhydramine HCl 	856
Dirithromycin	857
Disulfiram 	858
Divalproex Sodium	859
Dofetilide 	860
Dolutegravir (GSK1349572)	861
Domiphen Bromide	862
Domperidone 	863
Dopamine HCl	864
Doripenem Hydrate	865
Dovitinib (TKI-258) Dilactic Acid  	866
Dovitinib (TKI-258, CHIR-258)	169
Doxapram HCl	868
Doxazosin Mesylate	869
Doxercalciferol	870
Doxifluridine	871
Doxofylline	872
Doxorubicin (Adriamycin)	33
Doxycycline HCl	874
Doxycycline Hyclate	875
Doxylamine Succinate	876
Dronedarone HCl	877
Droperidol	878
Dropropizine	879
Drospirenone	880
Droxinostat	881
Duloxetine HCl	882
Dutasteride	883
Dyclonine HCl	884
Dydrogesterone	885
Dynasore	886
Dyphylline	887
E-64	888
EHop-016 	889
EPZ-6438	890
EPZ004777 HCl 	891
EPZ005687	892
EPZ5676	893
ETP-46464	894
EUK 134	895
Ebastine	896
Econazole nitrate 	897
Edaravone	898
Edoxaban	899
Efaproxiral Sodium	900
Elaiophylin	901
Eletriptan HBr 	902
Eltrombopag	903
Elvitegravir (GS-9137, JTK-303)	904
Emodin	905
Empagliflozin (BI 10773)	906
Emtricitabine 	907
Enalapril Maleate	908
Enalaprilat Dihydrate	909
Enoxacin 	910
Enoxolone	911
Enrofloxacin	912
Entacapone	913
Entecavir Hydrate	914
Enzalutamide (MDV3100)	915
Epalrestat	916
Epiandrosterone	917
Epinastine HCl	918
Epinephrine Bitartrate 	919
Epinephrine HCl	920
Epirubicin HCl	921
Epothilone A	922
Epothilone B (EPO906, Patupilone)	923
Epoxomicin	924
Eprazinone 2HCl	925
Eprosartan Mesylate	926
Equol	927
Erastin	928
Erdosteine	929
Ergosterol	930
Erlotinib HCl (OSI-744)	931
Erythritol	932
Erythromycin	933
Escitalopram Oxalate	934
Esculin	935
Esmolol HCl	936
Esomeprazole Sodium 	937
Estradiol	938
Estradiol valerate	939
Estriol	940
Estrone	941
Ethacridine lactate monohydrate	942
Ethambutol HCl	943
Ethamsylate	944
Ethionamide	945
Ethynodiol diacetate	946
Etodolac 	947
Etofibrate	948
Etomidate	949
Etravirine (TMC125)	950
Evacetrapib (LY2484595)	951
Evodiamine	952
Ezetimibe 	953
FG-4592	954
FT-207 (NSC 148958)	955
Famciclovir 	956
Famotidine 	957
Famprofazone	958
Fasudil (HA-1077) HCl	959
Felbamate	960
Felodipine	961
Fenbendazole 	962
Fenofibrate 	963
Fenoprofen Calcium	964
Fenspiride HCl	965
Fenticonazole Nitrate	966
Ferrostatin-1 (Fer-1)	967
Ferulic Acid	968
Fesoterodine Fumarate 	969
Fexofenadine HCl	970
Fidaxomicin	971
Finasteride	972
Fingolimod (FTY720) HCl	973
Fisetin	974
Flavopiridol HCl	975
Flavoxate HCl	976
Flopropione	977
Florfenicol	978
Flubendazole	979
Fluconazole	980
Flucytosine	981
Fludarabine Phosphate	982
Flufenamic acid	983
Flumazenil	984
Flumequine	985
Flumethasone	986
Flunarizine 2HCl	987
Flunixin Meglumin	988
Fluocinolone Acetonide	989
Fluocinonide 	990
Fluorometholone Acetate	991
Fluoxetine HCl	992
Flupirtine maleate	993
Flurbiprofen 	994
Flutamide	995
Fluticasone propionate 	996
Fluvastatin Sodium	997
Fluvoxamine maleate	998
Formestane	999
Formononetin	1000
Formoterol Hemifumarate	1001
Forskolin	1002
Fosaprepitant dimeglumine salt	1003
Foscarnet Sodium	1004
Fostamatinib (R788)	1005
Furaltadone HCl	1006
Furosemide 	1007
GDC-0068	1008
GDC-0152	1009
GDC-0349	1010
GDC-0879	1011
GDC-0980 (RG7422)	1012
GNF-2	1013
GSK J4 HCl	1014
GSK1059615	1015
GSK1070916	1016
GSK1292263	1017
GSK1838705A	1018
GSK1904529A	1019
GSK2126458 (GSK458)	1020
GSK256066	1021
GSK2636771	1022
GSK3787	1023
GSK429286A	1024
GSK461364	1025
GW3965 HCl	1026
GW4064	1027
GW5074	1028
GW788388	1029
GW842166X	1030
GW9508	1031
GZD824	1032
Gabexate Mesylate	1033
Gadodiamide 	1034
Galeterone	1035
Gallamine Triethiodide 	1036
Ganciclovir	1037
Ganetespib (STA-9090)	1038
Gastrodin	1039
Gatifloxacin	1040
Gemfibrozil 	1041
Genipin	1042
Geniposide	1043
Geniposidic acid	1044
Genistein	1045
Gestodene	1046
Gimeracil	1047
Ginkgolide A	1048
Ginkgolide B	1049
Givinostat (ITF2357)	1050
Glafenine HCl	1051
Gliclazide 	1052
Glimepiride	1053
Glipizide 	1054
Gliquidone	1055
Glyburide	1056
Glycyrrhizic Acid	1057
Go 6983	1058
Golgicide A	1059
Golvatinib (E7050)	1060
Gramine	1061
Granisetron HCl	1062
Griseofulvin	1063
Guaifenesin 	1064
Guanabenz Acetate	1065
Guanethidine Sulfate	1066
Guanidine HCl	1067
Guanosine	1068
Gynostemma Extract	1069
H 89 2HCl	1070
HA14-1	1071
HC-030031	1072
HER2-Inhibitor-1	1073
HMN-214	1074
Halcinonide	1075
Halobetasol Propionate	1076
Haloperidol 	1077
Hematoxylin	1078
Hesperadin	1079
Hesperetin	1080
Hesperidin	1081
Hexestrol	1082
Histamine 2HCl	1083
Homatropine Bromide	1084
Honokiol	1085
Hordenine	1086
Hydralazine HCl	1087
Hydrochlorothiazide	1088
Hydrocortisone 	1089
Hydroxyzine 2HCl	1090
Hyodeoxycholic acid (HDCA)	1091
Hyoscyamine	1092
I-BET-762	1093
I-BET151 (GSK1210151A)	1094
ICG-001	1095
ID-8	1096
IEM 1754 dihydrobroMide	1097
IKK-16 (IKK Inhibitor VII)	1098
INCB28060	1099
INK 128 (MLN0128)	1100
INO-1001	1101
IOWH032	1102
IOX2	1103
IPI-145 (INK1197)	1104
IU1	1105
IWP-L6	1106
IWR-1-endo	1107
Ibrutinib (PCI-32765)	1108
Ibuprofen 	1109
Ibutilide Fumarate	1110
Icariin	1111
Icotinib	1112
Idebenone	1113
Idoxuridine	1114
Ifenprodil Tartrate	1115
Ilomastat (GM6001, Galardin)	1116
Iloperidone	1117
Imatinib Mesylate (STI571)	1118
Imidapril HCl	1119
Imipramine HCl	1120
Indacaterol Maleate	1121
Indapamide 	1122
Indirubin	1123
Indomethacin 	1124
Iniparib (BSI-201)	1125
Inosine	1126
Ipratropium Bromide	1127
Ipriflavone (Osteofix)	1128
Irbesartan	1129
Irinotecan HCl Trihydrate	1130
Irsogladine	1131
Isoconazole nitrate 	1132
Isoliquiritigenin	1133
Isoprenaline HCl	1134
Isosorbide	1135
Isotretinoin	1136
Isovaleramide	1137
Ispinesib (SB-715992)	1138
Isradipine	1139
Istradefylline	1140
Ivabradine HCl	1141
Ivacaftor (VX-770)	1142
Ivermectin	1143
JIB-04	1144
JNJ-1661010	1145
JNJ-26854165 (Serdemetan)	1146
JNJ-38877605	1147
JNJ-7706621	1148
JNJ-7777120	1149
JSH-23	1150
JTC-801	1151
K02288	1152
KPT-185	1153
KPT-276	1154
KPT-330	1155
KRN 633	1156
KW-2449	1157
KW-2478	1158
KX2-391	1159
KY02111	1160
Kaempferol	1161
Ketanserin 	1162
Ketoconazole	1163
Ketoprofen 	1164
Ketorolac	1165
Ketotifen Fumarate 	1166
Ki16198	1167
Ki16425	1168
Ki8751	1169
Kinetin	1170
L-(+)-Rhamnose Monohydrate	1171
L-Adrenaline	1172
L-Ascorbyl 6-palmitate	1173
L-Thyroxine	1174
L-carnitine 	1175
LAQ824 (Dacinostat)	1176
LDK378	1177
LDN-57444	1178
LGK-974	1179
LY2109761	1180
LY2157299	1181
LY2228820	1182
LY2603618	1183
LY2608204	1184
LY2784544	1185
LY2811376	1186
LY2835219	1187
LY2886721	1188
LY294002	1189
LY364947	1190
LY404039	1191
LY411575	1192
Lacidipine 	1193
Laetrile	1194
Lafutidine	1195
Lamivudine 	1196
Lamotrigine	1197
Lansoprazole	1198
Lapatinib (GW-572016) Ditosylate	1199
Lappaconite HBr	1200
Laquinimod	1201
Lenvatinib (E7080)	1202
Levetiracetam	1203
Levobetaxolol HCl	1204
Levodropropizine	1205
Levofloxacin	1206
Levonorgestrel 	1207
Levosimendan	1208
Levosulpiride	1209
Licofelone	1210
Lidocaine	1211
Limonin	1212
