name	standard	id
Mitoxantrone	Mitoxantrone	67
MK-2206	MK-2206 Free base	68
PD325901	"N-[(2R)-2,3-Dihydroxypropoxy.."	69
Nelarabine	Nelarabine	70
Nilotinib	Nilotinib	71
MK-4827	Niraparib	72
MRK-003	NKHUILHBYOOZDF-NCOIWELASA-N	73
MK-4541	OGBFNZPDLOPGEO-OCWMMRLVSA-N	74
Oxaliplatin	Oxaliplatino	75
Paclitaxel	Paclitaxel	76
Pemetrexed_Disodium	Pemetrexed	77
Pemetrexed	Pemetrexed	77
Pentostatin	Pentostatin	78
Pipobroman	Pipobroman	79
Plicamycin	Plicamycin	80
pralatrexate	Pralatrexate	81
Procarbazine_hydrochloride	Procarbazine	82
Raloxifene_hydrochloride	Raloxifene	83
MK-8669	Ridaforolimus	84
Romidepsin	Romidepsin	85
Sirolimus	Sirolimus	86
Rapamycin	Sirolimus	86
7-Ethyl-10-hydroxycamptothecin	SN 38 Lactone	87
SN-38	SN 38 Lactone	87
Sorafenib_tosylate	Sorafenib	88
Sorafenib	Sorafenib	88
Streptozocin	Streptozocin	89
Sunitinib	Sunitinib	90
Tamoxifen_citrate	Tamoxifen	91
Temozolomide	Temozolomide	92
Teniposide	Teniposide	93
Thalidomide	Thalidomide	94
Thioguanine	Thioguanine	95
Thiotepa	Thiotepa	96
Topotecan_hydrochloride	Topotecan	97
Topotecan	Topotecan	97
Tretinoin	Tretinoin	98
Triethylenemelamine	Triethylenemelamine	99
Uracil_mustard	Uracil Mustard	100
Valrubicin	Valrubicin	101
ABT-888	Veliparib	102
Vinblastine_sulfate	Vinblastine	103
Vinblastine	Vinblastine	103
Vincristine_sulfate	Vincristine	104
Vinorelbine_tartrate	Vinorelbine	105
Vinorelbine	Vinorelbine	105
Vorinostat	Vorinostat	106
Zolinza	Vorinostat	106
L778123	YNBSQYGTJLIPJS-UHFFFAOYSA-N	107
Zoledronic_acid	Zoledronic Acid	108
Chloroquine	Chloroquine	109
Proteasome_2	Carfilzomib	110
IGFR_3	Linsitinib	111
FGFR	Azd4547	112
AZD-4547	Azd4547	112
ATM	SCELLOWTHJGVIC-BGYRXZFFSA-N	113
ATR_4	(2R)-N-[4-(4-Methoxyphenyl)..	114
IGFR_4	BWHSKWLYLXKFHO-MRXNPFEDSA-N	115
MTOR	"[5-[2,4-Bis((3S)-3-methyl.."	116
MTOR_1	Vistusertib	117
PIK3C_2	Buparlisib	118
CHEK1	5-(3-Fluorophenyl)-N-[(3s)..	119
AKT	Capivasertib	120
FASN	MXQGGBTXHJSPPG-LJQANCHMSA-N	121
PIM1	"(R,Z)-5-((2-(3-Aminopipe.."	122
PARP1	Olaparib	123
TOP2	8-Dibenzothiophen..	124
CSNK2A1_2	FBMJGDCKBKUMJF-UHFFFAOYSA-N	125
PIK3CB_PIK3CD	"8-(1-(3,5-Difluorophenyl.."	126
SYK	R-406	127
BCL2	Navitoclax	128
ABT-263	Navitoclax	128
PTK2	XXQNJSPSOWJIOZ-UHFFFAOYSA-N	129
PIK3CA_4	Alpelisib	130
MAP2K_3	Trametinib	131
Trametinib	Trametinib	131
JAK	Azd-1480	132
EGFR	Afatinib	133
BCL2_BCL2L1	UNEJSHNDABUZNY-UJNHCCGESA-N	134
TKI	Vandetanib	135
Vandetanib	Vandetanib	135
ALK	HRYNCLKDKCPYBF-UHFFFAOYSA-N	136
MAP2K_1	Selumetinib	137
ERBB	Sapitinib	138
AZD-8931	Sapitinib	138
ALK_IGFR	N-[4-(4-Aminopiperidin-1-yl)..	139
PIK3C	Pictilisib	140
BCL2L1	BCL2L1	141
BRAF_M	BRAF_M	142
ADAM17	ADAM17	143
AKT_SGK	AKT_SGK	144
ALK_2	ALK_2	145
BCL2_2	BCL2_2	146
BCL2_BCL2L1_BCL2L2	BCL2_BCL2L1_BCL2L2	147
BRAF_M2	BRAF_M2	148
EG5	EG5	149
ESR1	ESR1	150
HSP90	HSP90	151
IAP	IAP	152
PIK3C_MTOR	PIK3C_MTOR	153
PIK3CA_3	PIK3CA_3	154
PIK3CB	PIK3CB	155
PIP5K1	PIP5K1	156
SLC16A4	SLC16A4	157
TNF	TNF	158
TNFSF10	TNFSF10	159
TNKS_PARP6	TNKS_PARP6	160
WNT	WNT	161
AKT_1	MK-2206 Free base	68
MTOR_3	Everolimus	37
ESR1_1	Fulvestrant	42
TOP2_2	Etoposide	36
CarboTaxol	Paclitaxel	76
HDAC_4	Vorinostat	106
SN38	SN 38 Lactone	87
EGFR_2	Gefitinib	43
ESR1_3	Tamoxifen	91
17-DMAG	Alvespimycin	162
ABT-199	Venetoclax	163
BI-2536	XQVVPGYIWAGRNI-JOCHJYFZSA-N	164
BRD-7389	XASCINRGTHLHGM-UHFFFAOYSA-N	165
CMPD-1	MK2a Inhibitor	166
CREBi1	CREBi1	167
Crizotinib	Crizotinib	168
Dovitinib	Dovitinib	169
Flavopiridol	Alvocidib	170
Foretinib	Foretinib	171
GSK2334470	QLPHOXTXAKOFMU-WBVHZDCISA-N	172
GSK650394A	GSK650394A	173
IMD 0354	"N-(3,5-Bis(trifluoromethyl).."	174
JQ1	JQ1 Compound	175
MLN-4924	Pevonedistat	176
MLN-8237	Alisertib	177
Oligomycin	Oligomycins	178
PF-431396	POJZIZBONPAWIV-UHFFFAOYSA-N	179
Piperlongumine	Piperlongumine	180
SB225002	1-(2-Bromophenyl)-3..	181
Simvastatin	Zocor	182
Thapsigargin	Thapsigargin	183
YM155	Sepantronium Bromide	184
5-fluorouracil	Fluorouracil	41
AZD-1480	Azd-1480	132
AZD-7762	5-(3-Fluorophenyl)-N..	119
AZD-8055	"[5-[2,4-Bis((3S)-3-me.."	116
BIBW-2992	Afatinib	133
BYL-719	Alpelisib	130
Carfilzomib	Carfilzomib	110
GSK1120212	Trametinib	131
MK-1775	Adavosertib	2
GDC-0941	Pictilisib	140
2-deoxy-D-glucose	2-deoxy-D-glucose	185
5-nonyloxytryptamine oxalate	5-Nonyloxytryptamine oxalate	186
Alectinib	Alectinib	187
AR-A014418	N-(4-Methoxybenzyl)..	188
Atorvastatin	Atorvastatin	189
Bay-11-7082	(E)-3-Tosylacrylonitrile	190
BI-D1870	2-((3,5-Difluoro-4-hydro..	191
BMS-754807	Bms-754807	192
Bosutinib	Bosutinib	193
BX 513	SSZWNUGWOGONQJ-UHFFFAOYSA-N	194
Cerulenin	Cerulenin	195
CIP 13-74	CIP 13-74	196
Curcumin	Curcumin	197
CYT-387	Momelotinib	198
Dapagliflozin	Dapagliflozin	199
Digoxin	Digoxin	200
Efavirenz	Efavirenz	201
EHT-1864	LSECOAJFCKFQJG-UHFFFAOYSA-N	202
Embelin	Embelin	203
Enzastaurin	Enzastaurin	204
ES 936	5-Methoxy-1,2-dimethyl..	205
GANT61	2-[[3-[[2-(Dimethylamino)..	206
GGTI-298	(S)-Methyl 2-(4-((R)-2..	207
GSK690693	Gsk-690693	208
HBX-41108	7-Chloro-9-oxo-9H..	209
Homoharringtonine	Homoharringtonine	210
Hydroxychloroquine	Hydroxychloroquine	211
I-BET	I-BET	212
JK 184	N-(4-Ethoxyphenyl)-4..	213
JNK inhibitor II	Anthra[1,9-cd]pyrazol-6(2H)-one	214
KP372-1	KP372-1	215
ML 130	1-(Toluene-4-sulfonyl)-1H..	216
MS-275	Entinostat	217
Nelfinavir	Nelfinavir	218
NH125	NH125	219
Nutlin-3	Nutlin-3	220
NVP-231	NVP-231	221
NVP-LDE225	Sonidegib	222
NVP-TAE684	Tae-684	223
Obatoclax	Obatoclax mesylate	224
Orlistat	Orlistat	225
OSI-906	OSI-906	226
PD-0332991	Palbociclib	227
PD173074	PD173074	228
PF 429242	(R)-4-((Diethylamino)methyl)..	229
PF-573228	HESLKTSGTIBHJU-UHFFFAOYSA-N	230
PF3644022	CMWRPDHVGMHLSZ-GFCCVEGCSA-N	231
PHA 665752	Pha-665752	232
PNU 74654	JJEDWBQZCRESJL-DEDYPNTBSA-N	233
PX 12	2-(Sec-butyldisulfanyl)-1h-imidazole	234
Ritonavir	Ritonavir	235
RO4929097	RO4929097	236
Rosiglitazone	Rosiglitazone	237
SB 218078	OTPNDVKVEAIXTI-UHFFFAOYSA-N	238
STA-4783	Elesclomol	239
Stattic	Stattic	240
Syk Inhibitor	3-(1-Methyl-1H-indol..	241
Temsirolimus	Temsirolimus	242
Thioridazine	Thioridazine	243
Tipifarnib	Tipifarnib	244
Tivantinib	Tivantinib	245
Tozasertib	Tozasertib	246
Triapine	Triapine	247
Trifluoperazine	Trifluoperazine	248
Trifluorothymidine	Trifluridine	249
Triptolide	Triptolide	250
UNC0638	UNC0638	251
Vemurafenib	Vemurafenib	252
Verapamil	Verapamil	253
Vismodegib	Vismodegib	254
WZ4002	ITTRLTNMFYIYPA-UHFFFAOYSA-N	255
XAV 939	2-[4-(Trifluoromethyl)phenyl..	256
XL-184	Cabozantinib	257
Zibotentan	Zibotentan	258
