expt_no	Cell_line	first_agent	conc_first_agent (uM)	first_agent_inhibition (%)	first_agent_stddev	second_agent	conc_second_agent (uM)	second_agent_inhibition (%)	second_agent_stddev	combo_observed Inhibition (%)	combo_stddev	bliss (%)	observed_bliss_diff
187	MDA-MB-231	Trifluorothymidine	0.02	5.61	3.0294	0.1% DMSO				5.61	3.0294		
187	MDA-MB-231	PF3644022	0.16	2.09	10.8053	0.1% DMSO				2.09	10.8053		
187	MDA-MB-231	Bay-11-7082	1.25	6.25	11.75	0.1% DMSO				6.25	11.75		
187	MDA-MB-231	CMPD-1	10	46.79	6.0827	0.1% DMSO				46.79	6.0827		
187	MDA-MB-231	AR-A014418	0.002	11.08	4.6536	0.1% DMSO				11.08	4.6536		
187	MDA-MB-231	AZD-8931	0.16	6.03	7.7184	0.1% DMSO				6.03	7.7184		
187	MDA-MB-231	Sorafenib	0.16	-11.12	13.1216	0.1% DMSO				-11.12	13.1216		
187	MDA-MB-231	Piperlongumine	1.25	8.59	17.0941	0.1% DMSO				8.59	17.0941		
187	MDA-MB-231	STA-4783	0.002	14.39	14.2461	0.1% DMSO				14.39	14.2461		
187	MDA-MB-231	JK 184	0.002	10.96	20.824	0.1% DMSO				10.96	20.824		
187	MDA-MB-231	MS-275	0.002	14.36	12.0624	0.1% DMSO				14.36	12.0624		
187	MDA-MB-231	SN-38	0.02	24.82	25.3164	0.1% DMSO				24.82	25.3164		
187	MDA-MB-231	Triptolide	0.02	46.82	4.682	0.1% DMSO				46.82	4.682		
187	MDA-MB-231	Pemetrexed	0.02	2.19	10.3806	0.1% DMSO				2.19	10.3806		
187	MDA-MB-231	BRD-7389	0.02	-1.88	15.8484	0.1% DMSO				-1.88	15.8484		
187	MDA-MB-231	YM155	0.94	100.29	0	0.1% DMSO				100.29	0		
187	MDA-MB-231	Trametinib	5	70.54	9.8756	0.1% DMSO				70.54	9.8756		
187	MDA-MB-231	Ritonavir	0.16	1.23	41.8569	0.1% DMSO				1.23	41.8569		
187	MDA-MB-231	Dactinomycin	0.02	77.58	0.7758	0.1% DMSO				77.58	0.7758		
187	MDA-MB-231	Triapine	0.002	26.68	60.8304	0.1% DMSO				26.68	60.8304		
187	MDA-MB-231	Crizotinib	1.25	6.8	8.84	0.1% DMSO				6.8	8.84		
187	MDA-MB-231	Paclitaxel	0.02	46.84	12.6468	0.1% DMSO				46.84	12.6468		
187	MDA-MB-231	ML 130	1.25	3.67	3.4131	0.1% DMSO				3.67	3.4131		
187	MDA-MB-231	PF3644022	10	-8.91	15.147	0.1% DMSO				-8.91	15.147		
187	MDA-MB-231	Triptolide	0.16	85.01	1.7002	0.1% DMSO				85.01	1.7002		
187	MDA-MB-231	BI-2536	0.08	18.71	3.1807	0.1% DMSO				18.71	3.1807		
187	MDA-MB-231	Stattic	10	100.34	1.0034	0.1% DMSO				100.34	1.0034		
187	MDA-MB-231	Orlistat	0.02	7.63	10.8346	0.1% DMSO				7.63	10.8346		
187	MDA-MB-231	Efavirenz	1.25	7.57	12.6419	0.1% DMSO				7.57	12.6419		
187	MDA-MB-231	Lapatinib	0.16	7.73	6.5705	0.1% DMSO				7.73	6.5705		
187	MDA-MB-231	Mitomycin C	0.002	6.81	14.982	0.1% DMSO				6.81	14.982		
187	MDA-MB-231	NVP-LDE225	0.16	4.44	19.7136	0.1% DMSO				4.44	19.7136		
187	MDA-MB-231	Stattic	0.002	-3.8	1.444	0.1% DMSO				-3.8	1.444		
187	MDA-MB-231	PF 429242	10	-9.7	18.624	0.1% DMSO				-9.7	18.624		
187	MDA-MB-231	PHA 665752	10	99.73	0	0.1% DMSO				99.73	0		
187	MDA-MB-231	Rosiglitazone	10	3.06	10.2816	0.1% DMSO				3.06	10.2816		
187	MDA-MB-231	WZ4002	10	-17.76	27.1728	0.1% DMSO				-17.76	27.1728		
187	MDA-MB-231	Rapamycin	0.002	22.23	15.3387	0.1% DMSO				22.23	15.3387		
187	MDA-MB-231	Verapamil	1.25	5.33	9.2209	0.1% DMSO				5.33	9.2209		
187	MDA-MB-231	Triapine	0.02	27.03	25.1379	0.1% DMSO				27.03	25.1379		
187	MDA-MB-231	Crizotinib	1	34.56	10.368	0.1% DMSO				34.56	10.368		
187	MDA-MB-231	OSI-906	0.16	7.01	15.5622	0.1% DMSO				7.01	15.5622		
187	MDA-MB-231	Obatoclax	0.002	-0.74	12.3432	0.1% DMSO				-0.74	12.3432		
187	MDA-MB-231	HBX-41108	1.25	11.7	9.594	0.1% DMSO				11.7	9.594		
187	MDA-MB-231	Sunitinib	10	19.05	32.385	0.1% DMSO				19.05	32.385		
187	MDA-MB-231	Etoposide	10	30.72	9.5232	0.1% DMSO				30.72	9.5232		
187	MDA-MB-231	Flavopiridol	10	81.4	2.442	0.1% DMSO				81.4	2.442		
187	MDA-MB-231	BEZ-235	1	45.56	5.9228	0.1% DMSO				45.56	5.9228		
187	MDA-MB-231	SB 218078	1.25	34.83	41.4477	0.1% DMSO				34.83	41.4477		
187	MDA-MB-231	Digoxin	0.16	22.11	23.4366	0.1% DMSO				22.11	23.4366		
187	MDA-MB-231	EHT-1864	10	-18.13	26.8324	0.1% DMSO				-18.13	26.8324		
187	MDA-MB-231	5-fluorouracil	0.16	-2.41	2.9884	0.1% DMSO				-2.41	2.9884		
187	MDA-MB-231	UNC0638	10	92.05	2.7615	0.1% DMSO				92.05	2.7615		
187	MDA-MB-231	Vandetanib	10	5.5	7.15	0.1% DMSO				5.5	7.15		
187	MDA-MB-231	ES 936	0.63	7.2	6.84	0.1% DMSO				7.2	6.84		
187	MDA-MB-231	Curcumin	0.16	16.48	17.9632	0.1% DMSO				16.48	17.9632		
187	MDA-MB-231	Foretinib	1.25	33.04	9.5816	0.1% DMSO				33.04	9.5816		
187	MDA-MB-231	JQ1	0.02	-7.92	10.8504	0.1% DMSO				-7.92	10.8504		
187	MDA-MB-231	MLN-4924	0.002	3.77	3.9962	0.1% DMSO				3.77	3.9962		
187	MDA-MB-231	HBX-41108	0.16	6.36	11.2572	0.1% DMSO				6.36	11.2572		
187	MDA-MB-231	JQ1	0.002	-2.34	3.7674	0.1% DMSO				-2.34	3.7674		
187	MDA-MB-231	Dasatinib	1.25	57.76	10.3968	0.1% DMSO				57.76	10.3968		
187	MDA-MB-231	Pemetrexed	10	35.98	37.4192	0.1% DMSO				35.98	37.4192		
187	MDA-MB-231	SB225002	10	70.59	24.0006	0.1% DMSO				70.59	24.0006		
187	MDA-MB-231	Dapagliflozin	10	4.87	2.0941	0.1% DMSO				4.87	2.0941		
187	MDA-MB-231	I-BET	10	32.93	14.8185	0.1% DMSO				32.93	14.8185		
187	MDA-MB-231	Flavopiridol	0.16	16.77	20.7948	0.1% DMSO				16.77	20.7948		
187	MDA-MB-231	EHT-1864	0.002	-7.17	22.5138	0.1% DMSO				-7.17	22.5138		
187	MDA-MB-231	BRD-7389	10	42.88	6.432	0.1% DMSO				42.88	6.432		
187	MDA-MB-231	GGTI-298	1.25	9.28	1.2992	0.1% DMSO				9.28	1.2992		
187	MDA-MB-231	AZD-8931	10	14.34	15.057	0.1% DMSO				14.34	15.057		
187	MDA-MB-231	PNU 74654	10	7.65	2.142	0.1% DMSO				7.65	2.142		
187	MDA-MB-231	I-BET	1.25	20.65	9.086	0.1% DMSO				20.65	9.086		
187	MDA-MB-231	IMD 0354	1.25	28.3	5.943	0.1% DMSO				28.3	5.943		
187	MDA-MB-231	Dovitinib	0.02	-8.97	9.7773	0.1% DMSO				-8.97	9.7773		
187	MDA-MB-231	Nutlin-3	10	14.75	1.475	0.1% DMSO				14.75	1.475		
187	MDA-MB-231	I-BET	0.002	11.74	3.1698	0.1% DMSO				11.74	3.1698		
187	MDA-MB-231	AR-A014418	10	33.38	7.3436	0.1% DMSO				33.38	7.3436		
187	MDA-MB-231	Dovitinib	10	58.6	1.172	0.1% DMSO				58.6	1.172		
187	MDA-MB-231	XAV 939	0.02	21.82	10.6918	0.1% DMSO				21.82	10.6918		
187	MDA-MB-231	Piperlongumine	0.02	13.24	10.592	0.1% DMSO				13.24	10.592		
187	MDA-MB-231	Carboplatin	0.02	3.72	9.4116	0.1% DMSO				3.72	9.4116		
187	MDA-MB-231	Curcumin	10	0.22	4.3274	0.1% DMSO				0.22	4.3274		
187	MDA-MB-231	Imatinib	1.25	8.62	14.223	0.1% DMSO				8.62	14.223		
187	MDA-MB-231	Bosutinib	0.16	9.05	6.0635	0.1% DMSO				9.05	6.0635		
187	MDA-MB-231	17-DMAG	0.02	-5.74	6.9454	0.1% DMSO				-5.74	6.9454		
187	MDA-MB-231	STA-4783	0.16	83.1	9.972	0.1% DMSO				83.1	9.972		
187	MDA-MB-231	JNK inhibitor II	10	7.85	4.9455	0.1% DMSO				7.85	4.9455		
187	MDA-MB-231	5-fluorouracil	0.002	-21.01	16.3878	0.1% DMSO				-21.01	16.3878		
187	MDA-MB-231	ABT-263	0.16	-4.3	9.245	0.1% DMSO				-4.3	9.245		
187	MDA-MB-231	Curcumin	0.02	19.42	26.0228	0.1% DMSO				19.42	26.0228		
187	MDA-MB-231	UNC0638	1.25	45.94	59.722	0.1% DMSO				45.94	59.722		
187	MDA-MB-231	Alectinib	0.63	12.81	6.6612	0.1% DMSO				12.81	6.6612		
187	MDA-MB-231	ABT-888	10	-2.01	17.6277	0.1% DMSO				-2.01	17.6277		
187	MDA-MB-231	Mitomycin C	1.25	14.92	24.1704	0.1% DMSO				14.92	24.1704		
187	MDA-MB-231	BX 513	10	46.44	9.288	0.1% DMSO				46.44	9.288		
187	MDA-MB-231	GANT61	0.02	0.14	10.4048	0.1% DMSO				0.14	10.4048		
187	MDA-MB-231	Trifluoperazine	0.02	3.79	10.1951	0.1% DMSO				3.79	10.1951		
187	MDA-MB-231	Sorafenib	1.25	-4.72	11.8944	0.1% DMSO				-4.72	11.8944		
187	MDA-MB-231	Vismodegib	10	3.3	16.203	0.1% DMSO				3.3	16.203		
187	MDA-MB-231	XL-184	3	17.43	13.7697	0.1% DMSO				17.43	13.7697		
187	MDA-MB-231	Syk Inhibitor	1.25	7.39	25.0521	0.1% DMSO				7.39	25.0521		
187	MDA-MB-231	SN-38	1.25	51.64	6.7132	0.1% DMSO				51.64	6.7132		
187	MDA-MB-231	JNK inhibitor II	0.02	11.08	3.2132	0.1% DMSO				11.08	3.2132		
187	MDA-MB-231	Bosutinib	0.02	0.69	33.3201	0.1% DMSO				0.69	33.3201		
187	MDA-MB-231	Pemetrexed	1.25	49.75	14.4275	0.1% DMSO				49.75	14.4275		
187	MDA-MB-231	Crizotinib	0.02	-15.68	11.2896	0.1% DMSO				-15.68	11.2896		
187	MDA-MB-231	BIBW-2992	0.02	6.42	0.642	0.1% DMSO				6.42	0.642		
187	MDA-MB-231	BI-2536	5	50.05	17.5175	0.1% DMSO				50.05	17.5175		
187	MDA-MB-231	MK-1775	0.002	-9.39	21.8787	0.1% DMSO				-9.39	21.8787		
187	MDA-MB-231	Orlistat	10	10.03	2.5075	0.1% DMSO				10.03	2.5075		
187	MDA-MB-231	Carfilzomib	0.16	100.12	0	0.1% DMSO				100.12	0		
187	MDA-MB-231	Tozasertib	0.02	10.47	15.3909	0.1% DMSO				10.47	15.3909		
187	MDA-MB-231	Gemcitabine	10	59.46	13.6758	0.1% DMSO				59.46	13.6758		
187	MDA-MB-231	MLN-4924	0.02	4.41	9.5697	0.1% DMSO				4.41	9.5697		
187	MDA-MB-231	Vinorelbine	10	52.67	3.6869	0.1% DMSO				52.67	3.6869		
187	MDA-MB-231	Efavirenz	10	0.3	4.374	0.1% DMSO				0.3	4.374		
187	MDA-MB-231	Dapagliflozin	0.16	2.06	2.0806	0.1% DMSO				2.06	2.0806		
187	MDA-MB-231	Enzastaurin	0.02	10.31	3.2992	0.1% DMSO				10.31	3.2992		
187	MDA-MB-231	Bortezomib	10	99.39	0.9939	0.1% DMSO				99.39	0.9939		
187	MDA-MB-231	AZD-7762	0.16	9.83	17.4974	0.1% DMSO				9.83	17.4974		
187	MDA-MB-231	Vorinostat	0.002	9.71	2.7188	0.1% DMSO				9.71	2.7188		
187	MDA-MB-231	PD-0332991	0.16	15.89	11.9175	0.1% DMSO				15.89	11.9175		
187	MDA-MB-231	Hydroxychloroquine	10	13.64	7.6384	0.1% DMSO				13.64	7.6384		
187	MDA-MB-231	5-nonyloxytryptamine oxalate	1.25	7.04	4.224	0.1% DMSO				7.04	4.224		
187	MDA-MB-231	YM155	7.5	100.54	0	0.1% DMSO				100.54	0		
187	MDA-MB-231	JK 184	0.16	58.59	8.7885	0.1% DMSO				58.59	8.7885		
187	MDA-MB-231	YM155	0.12	100.4	0	0.1% DMSO				100.4	0		
187	MDA-MB-231	Oxaliplatin	1.25	-0.42	7.7364	0.1% DMSO				-0.42	7.7364		
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	0.1% DMSO				11.44	11.0968		
187	MDA-MB-231	GDC-0941	0.16	12.3	12.669	0.1% DMSO				12.3	12.669		
187	MDA-MB-231	GGTI-298	10	16.91	9.1314	0.1% DMSO				16.91	9.1314		
187	MDA-MB-231	Metformin	10	6.04	10.57	0.1% DMSO				6.04	10.57		
187	MDA-MB-231	Atorvastatin	1.25	18.07	21.8647	0.1% DMSO				18.07	21.8647		
187	MDA-MB-231	NVP-231	0.002	14.31	8.0136	0.1% DMSO				14.31	8.0136		
187	MDA-MB-231	Tipifarnib	0.002	7.1	6.035	0.1% DMSO				7.1	6.035		
187	MDA-MB-231	Vemurafenib	10	-0.66	3.0822	0.1% DMSO				-0.66	3.0822		
187	MDA-MB-231	Tipifarnib	1.25	17.74	12.7728	0.1% DMSO				17.74	12.7728		
187	MDA-MB-231	Cerulenin	1.25	11.85	7.7025	0.1% DMSO				11.85	7.7025		
187	MDA-MB-231	Tozasertib	0.16	17	1.02	0.1% DMSO				17	1.02		
187	MDA-MB-231	AZD-8931	1.25	15.54	15.3846	0.1% DMSO				15.54	15.3846		
187	MDA-MB-231	Zibotentan	0.02	-5.8	25.578	0.1% DMSO				-5.8	25.578		
187	MDA-MB-231	SB225002	0.02	2.76	3.4776	0.1% DMSO				2.76	3.4776		
187	MDA-MB-231	Decitabine	0.16	-4.21	13.893	0.1% DMSO				-4.21	13.893		
187	MDA-MB-231	SN-38	0.002	24.55	35.843	0.1% DMSO				24.55	35.843		
187	MDA-MB-231	Decitabine	1.25	-4.15	17.6375	0.1% DMSO				-4.15	17.6375		
187	MDA-MB-231	Cerulenin	10	17	8.84	0.1% DMSO				17	8.84		
187	MDA-MB-231	Vandetanib	0.02	-4.99	18.0139	0.1% DMSO				-4.99	18.0139		
187	MDA-MB-231	Curcumin	0.002	32.74	38.6332	0.1% DMSO				32.74	38.6332		
187	MDA-MB-231	OSI-906	0.02	14.82	10.9668	0.1% DMSO				14.82	10.9668		
187	MDA-MB-231	Vorinostat	10	87.08	1.7416	0.1% DMSO				87.08	1.7416		
187	MDA-MB-231	NH125	0.16	3.18	12.0204	0.1% DMSO				3.18	12.0204		
187	MDA-MB-231	Hydroxychloroquine	1.25	-3.98	6.567	0.1% DMSO				-3.98	6.567		
187	MDA-MB-231	Syk Inhibitor	0.16	-13.32	24.642	0.1% DMSO				-13.32	24.642		
187	MDA-MB-231	Trifluoperazine	10	13.54	28.7048	0.1% DMSO				13.54	28.7048		
187	MDA-MB-231	RO4929097	0.002	2.42	0.3146	0.1% DMSO				2.42	0.3146		
187	MDA-MB-231	Trametinib	0.001	14.19	10.9263	0.1% DMSO				14.19	10.9263		
187	MDA-MB-231	Vemurafenib	0.16	1.69	5.8981	0.1% DMSO				1.69	5.8981		
187	MDA-MB-231	GDC-0941	10	45.94	9.6474	0.1% DMSO				45.94	9.6474		
187	MDA-MB-231	OSI-906	1.25	10.47	4.188	0.1% DMSO				10.47	4.188		
187	MDA-MB-231	AZD-8931	0.02	8	13.68	0.1% DMSO				8	13.68		
187	MDA-MB-231	Foretinib	0.002	10.6	7.95	0.1% DMSO				10.6	7.95		
187	MDA-MB-231	Docetaxel	10	56.01	1.6803	0.1% DMSO				56.01	1.6803		
187	MDA-MB-231	Orlistat	1.25	3.88	9.1956	0.1% DMSO				3.88	9.1956		
187	MDA-MB-231	PF 429242	0.002	-10.85	25.823	0.1% DMSO				-10.85	25.823		
187	MDA-MB-231	PD-0332991	1.25	29.56	4.1384	0.1% DMSO				29.56	4.1384		
187	MDA-MB-231	AZD-4547	1.25	3.24	0.0648	0.1% DMSO				3.24	0.0648		
187	MDA-MB-231	Zibotentan	10	10.29	62.3574	0.1% DMSO				10.29	62.3574		
187	MDA-MB-231	Embelin	0.02	-6.63	3.8454	0.1% DMSO				-6.63	3.8454		
187	MDA-MB-231	Triptolide	1.25	85.83	1.7166	0.1% DMSO				85.83	1.7166		
187	MDA-MB-231	KP372-1	0.002	19.73	45.1817	0.1% DMSO				19.73	45.1817		
187	MDA-MB-231	BEZ-235	0.0002	-3.83	0.766	0.1% DMSO				-3.83	0.766		
187	MDA-MB-231	Orlistat	0.16	6.02	7.525	0.1% DMSO				6.02	7.525		
187	MDA-MB-231	SB225002	1.25	50	29	0.1% DMSO				50	29		
187	MDA-MB-231	Tozasertib	1.25	5.27	7.1672	0.1% DMSO				5.27	7.1672		
187	MDA-MB-231	Triptolide	10	84.43	0.8443	0.1% DMSO				84.43	0.8443		
187	MDA-MB-231	SB 218078	0.16	22.13	29.8755	0.1% DMSO				22.13	29.8755		
187	MDA-MB-231	Decitabine	0.02	-6.18	0.618	0.1% DMSO				-6.18	0.618		
187	MDA-MB-231	Carfilzomib	1.25	100.09	0	0.1% DMSO				100.09	0		
187	MDA-MB-231	EHT-1864	0.02	-8.12	2.436	0.1% DMSO				-8.12	2.436		
187	MDA-MB-231	MS-275	10	89.98	0.8998	0.1% DMSO				89.98	0.8998		
187	MDA-MB-231	GDC-0941	0.002	2.33	12.4888	0.1% DMSO				2.33	12.4888		
187	MDA-MB-231	NVP-LDE225	0.002	-10.58	22.6412	0.1% DMSO				-10.58	22.6412		
187	MDA-MB-231	Bortezomib	0.02	86.37	0.8637	0.1% DMSO				86.37	0.8637		
187	MDA-MB-231	Imatinib	0.02	-2	14.98	0.1% DMSO				-2	14.98		
187	MDA-MB-231	ML 130	10	8.17	1.5523	0.1% DMSO				8.17	1.5523		
187	MDA-MB-231	ES 936	0.01	7.82	10.3224	0.1% DMSO				7.82	10.3224		
187	MDA-MB-231	ES 936	5	6.14	1.1052	0.1% DMSO				6.14	1.1052		
187	MDA-MB-231	Dasatinib	0.002	-1.78	2.7234	0.1% DMSO				-1.78	2.7234		
187	MDA-MB-231	Dasatinib	0.02	1.25	4.35	0.1% DMSO				1.25	4.35		
187	MDA-MB-231	Carfilzomib	0.02	94.29	0.9429	0.1% DMSO				94.29	0.9429		
187	MDA-MB-231	PF-573228	10	20.85	3.336	0.1% DMSO				20.85	3.336		
187	MDA-MB-231	GANT61	0.002	5.27	0.6851	0.1% DMSO				5.27	0.6851		
187	MDA-MB-231	Trifluorothymidine	0.16	-2.07	23.7015	0.1% DMSO				-2.07	23.7015		
187	MDA-MB-231	RO4929097	10	9.39	14.2728	0.1% DMSO				9.39	14.2728		
187	MDA-MB-231	Dactinomycin	1.25	89.23	1.7846	0.1% DMSO				89.23	1.7846		
187	MDA-MB-231	Enzastaurin	0.002	9.48	3.0336	0.1% DMSO				9.48	3.0336		
187	MDA-MB-231	NVP-TAE684	1.25	34.42	8.9492	0.1% DMSO				34.42	8.9492		
187	MDA-MB-231	Topotecan	0.02	34.18	46.4848	0.1% DMSO				34.18	46.4848		
187	MDA-MB-231	JK 184	10	61.19	4.8952	0.1% DMSO				61.19	4.8952		
187	MDA-MB-231	Enzastaurin	0.16	11.07	2.5461	0.1% DMSO				11.07	2.5461		
187	MDA-MB-231	Temsirolimus	0.16	13.24	11.3864	0.1% DMSO				13.24	11.3864		
187	MDA-MB-231	Orlistat	0.002	-9.13	17.9861	0.1% DMSO				-9.13	17.9861		
187	MDA-MB-231	XAV 939	1.25	23.85	25.0425	0.1% DMSO				23.85	25.0425		
187	MDA-MB-231	PX 12	10	39.72	0.3972	0.1% DMSO				39.72	0.3972		
187	MDA-MB-231	BX 513	1.25	9.17	0.917	0.1% DMSO				9.17	0.917		
187	MDA-MB-231	ABT-888	0.002	7.8	22.074	0.1% DMSO				7.8	22.074		
187	MDA-MB-231	STA-4783	1.25	98.96	2.9688	0.1% DMSO				98.96	2.9688		
187	MDA-MB-231	Trametinib	0.08	54.25	0	0.1% DMSO				54.25	0		
187	MDA-MB-231	Oxaliplatin	0.002	-5.87	4.4612	0.1% DMSO				-5.87	4.4612		
187	MDA-MB-231	GANT61	0.16	-11	9.68	0.1% DMSO				-11	9.68		
187	MDA-MB-231	Lapatinib	0.02	7.08	1.3452	0.1% DMSO				7.08	1.3452		
187	MDA-MB-231	HBX-41108	0.002	-1.64	6.9864	0.1% DMSO				-1.64	6.9864		
187	MDA-MB-231	CIP 13-74	1.25	40.31	24.5891	0.1% DMSO				40.31	24.5891		
187	MDA-MB-231	MLN-8237	1.25	11.45	9.7325	0.1% DMSO				11.45	9.7325		
187	MDA-MB-231	NH125	0.02	6.03	6.633	0.1% DMSO				6.03	6.633		
187	MDA-MB-231	Pemetrexed	0.16	32.15	23.148	0.1% DMSO				32.15	23.148		
187	MDA-MB-231	Obatoclax	1.25	73.58	3.679	0.1% DMSO				73.58	3.679		
187	MDA-MB-231	Sunitinib	0.16	-9.93	22.839	0.1% DMSO				-9.93	22.839		
187	MDA-MB-231	Simvastatin	0.3	16.64	10.6496	0.1% DMSO				16.64	10.6496		
187	MDA-MB-231	Rapamycin	0.02	1.73	16.089	0.1% DMSO				1.73	16.089		
187	MDA-MB-231	Ritonavir	10	9.62	10.9668	0.1% DMSO				9.62	10.9668		
187	MDA-MB-231	Vinorelbine	0.002	3.69	5.166	0.1% DMSO				3.69	5.166		
187	MDA-MB-231	Etoposide	1.25	3.82	18.2978	0.1% DMSO				3.82	18.2978		
187	MDA-MB-231	Efavirenz	0.02	-6.92	15.224	0.1% DMSO				-6.92	15.224		
187	MDA-MB-231	2-deoxy-D-glucose	16	7.39	11.0111	0.1% DMSO				7.39	11.0111		
187	MDA-MB-231	Vinorelbine	0.02	-0.72	6.1704	0.1% DMSO				-0.72	6.1704		
187	MDA-MB-231	HBX-41108	0.02	-1.17	26.6292	0.1% DMSO				-1.17	26.6292		
187	MDA-MB-231	PNU 74654	0.02	10.48	8.4888	0.1% DMSO				10.48	8.4888		
187	MDA-MB-231	SB225002	0.002	2.98	7.2712	0.1% DMSO				2.98	7.2712		
187	MDA-MB-231	ES 936	0.08	-7.58	19.708	0.1% DMSO				-7.58	19.708		
187	MDA-MB-231	JQ1	1.25	36.57	6.2169	0.1% DMSO				36.57	6.2169		
187	MDA-MB-231	Thioridazine	0.002	24.37	36.7987	0.1% DMSO				24.37	36.7987		
187	MDA-MB-231	JNK inhibitor II	0.002	9.36	10.0152	0.1% DMSO				9.36	10.0152		
187	MDA-MB-231	PHA 665752	0.002	-8.38	7.7934	0.1% DMSO				-8.38	7.7934		
187	MDA-MB-231	Gemcitabine	0.02	22	12.1	0.1% DMSO				22	12.1		
187	MDA-MB-231	Vemurafenib	1.25	11.61	10.5651	0.1% DMSO				11.61	10.5651		
187	MDA-MB-231	PHA 665752	0.02	-8.54	16.4822	0.1% DMSO				-8.54	16.4822		
187	MDA-MB-231	Foretinib	0.16	4.65	0.558	0.1% DMSO				4.65	0.558		
187	MDA-MB-231	Oxaliplatin	0.16	1.45	1.9575	0.1% DMSO				1.45	1.9575		
187	MDA-MB-231	NVP-231	0.16	13.72	13.1712	0.1% DMSO				13.72	13.1712		
187	MDA-MB-231	XAV 939	10	31.9	13.079	0.1% DMSO				31.9	13.079		
187	MDA-MB-231	Paclitaxel	0.16	55.25	1.6575	0.1% DMSO				55.25	1.6575		
187	MDA-MB-231	BMS-754807	0.16	7.88	2.0488	0.1% DMSO				7.88	2.0488		
187	MDA-MB-231	Docetaxel	0.002	31.18	5.6124	0.1% DMSO				31.18	5.6124		
187	MDA-MB-231	NVP-LDE225	10	25.94	7.5226	0.1% DMSO				25.94	7.5226		
187	MDA-MB-231	Lapatinib	1.25	12.79	1.279	0.1% DMSO				12.79	1.279		
187	MDA-MB-231	5-nonyloxytryptamine oxalate	0.02	4.07	11.1518	0.1% DMSO				4.07	11.1518		
187	MDA-MB-231	Dovitinib	0.16	-14.03	24.5525	0.1% DMSO				-14.03	24.5525		
187	MDA-MB-231	PD173074	0.002	-14.9	29.949	0.1% DMSO				-14.9	29.949		
