name	standard	id
PD325901	"N-[(2R)-2,3-Dihydroxypropoxy.."	69
Nelarabine	Nelarabine	70
Nilotinib	Nilotinib	71
MK-4827	Niraparib	72
MRK-003	NKHUILHBYOOZDF-NCOIWELASA-N	73
MK-4541	OGBFNZPDLOPGEO-OCWMMRLVSA-N	74
Oxaliplatin	Oxaliplatino	75
Paclitaxel	Paclitaxel	76
Pemetrexed_Disodium	Pemetrexed	77
Pentostatin	Pentostatin	78
Pipobroman	Pipobroman	79
Plicamycin	Plicamycin	80
pralatrexate	Pralatrexate	81
Procarbazine_hydrochloride	Procarbazine	82
Raloxifene_hydrochloride	Raloxifene	83
MK-8669	Ridaforolimus	84
Romidepsin	Romidepsin	85
Sirolimus	Sirolimus	86
7-Ethyl-10-hydroxycamptothecin	SN 38 Lactone	87
SN-38	SN 38 Lactone	87
Sorafenib_tosylate	Sorafenib	88
Sorafenib	Sorafenib	88
Streptozocin	Streptozocin	89
Sunitinib	Sunitinib	90
Tamoxifen_citrate	Tamoxifen	91
Temozolomide	Temozolomide	92
Teniposide	Teniposide	93
Thalidomide	Thalidomide	94
Thioguanine	Thioguanine	95
Thiotepa	Thiotepa	96
Topotecan_hydrochloride	Topotecan	97
Topotecan	Topotecan	97
Tretinoin	Tretinoin	98
Triethylenemelamine	Triethylenemelamine	99
Uracil_mustard	Uracil Mustard	100
Valrubicin	Valrubicin	101
ABT-888	Veliparib	102
Vinblastine_sulfate	Vinblastine	103
Vinblastine	Vinblastine	103
Vincristine_sulfate	Vincristine	104
Vinorelbine_tartrate	Vinorelbine	105
Vinorelbine	Vinorelbine	105
Vorinostat	Vorinostat	106
Zolinza	Vorinostat	106
L778123	YNBSQYGTJLIPJS-UHFFFAOYSA-N	107
Zoledronic_acid	Zoledronic Acid	108
Chloroquine	Chloroquine	109
Proteasome_2	Carfilzomib	110
IGFR_3	Linsitinib	111
FGFR	"N-{3-[2-(3,5-Dimethoxyphenyl).."	112
ATM	SCELLOWTHJGVIC-BGYRXZFFSA-N	113
ATR_4	(2R)-N-[4-(4-Methoxyphenyl)..	114
IGFR_4	BWHSKWLYLXKFHO-MRXNPFEDSA-N	115
MTOR	"[5-[2,4-Bis((3S)-3-methyl.."	116
MTOR_1	Vistusertib	117
PIK3C_2	Buparlisib	118
CHEK1	5-(3-Fluorophenyl)-N-[(3s)..	119
AKT	Capivasertib	120
FASN	MXQGGBTXHJSPPG-LJQANCHMSA-N	121
PIM1	"(R,Z)-5-((2-(3-Aminopipe.."	122
PARP1	Olaparib	123
TOP2	8-Dibenzothiophen..	124
CSNK2A1_2	FBMJGDCKBKUMJF-UHFFFAOYSA-N	125
PIK3CB_PIK3CD	"8-(1-(3,5-Difluorophenyl.."	126
SYK	R-406	127
BCL2	Navitoclax	128
PTK2	XXQNJSPSOWJIOZ-UHFFFAOYSA-N	129
PIK3CA_4	Alpelisib	130
MAP2K_3	Trametinib	131
JAK	Azd-1480	132
EGFR	Afatinib	133
BCL2_BCL2L1	UNEJSHNDABUZNY-UJNHCCGESA-N	134
TKI	Vandetanib	135
ALK	HRYNCLKDKCPYBF-UHFFFAOYSA-N	136
MAP2K_1	Selumetinib	137
ERBB	Sapitinib	138
ALK_IGFR	N-[4-(4-Aminopiperidin-1-yl)..	139
PIK3C	Pictilisib	140
BCL2L1	BCL2L1	141
BRAF_M	BRAF_M	142
ADAM17	ADAM17	143
AKT_SGK	AKT_SGK	144
ALK_2	ALK_2	145
BCL2_2	BCL2_2	146
BCL2_BCL2L1_BCL2L2	BCL2_BCL2L1_BCL2L2	147
BRAF_M2	BRAF_M2	148
EG5	EG5	149
ESR1	ESR1	150
HSP90	HSP90	151
IAP	IAP	152
PIK3C_MTOR	PIK3C_MTOR	153
PIK3CA_3	PIK3CA_3	154
PIK3CB	PIK3CB	155
PIP5K1	PIP5K1	156
SLC16A4	SLC16A4	157
TNF	TNF	158
TNFSF10	TNFSF10	159
TNKS_PARP6	TNKS_PARP6	160
WNT	WNT	161
AKT_1	MK-2206 Free base	68
MTOR_3	Everolimus	37
ESR1_1	Fulvestrant	42
TOP2_2	Etoposide	36
CarboTaxol	Paclitaxel	76
HDAC_4	Vorinostat	106
SN38	SN 38 Lactone	87
EGFR_2	Gefitinib	43
ESR1_3	Tamoxifen	91
17-DMAG	Alvespimycin	162
ABT-199	Venetoclax	163
BI-2536	XQVVPGYIWAGRNI-JOCHJYFZSA-N	164
BRD-7389	XASCINRGTHLHGM-UHFFFAOYSA-N	165
CMPD-1	MK2a Inhibitor	166
CREBi1	CREBi1	167
Crizotinib	Crizotinib	168
Dovitinib	Dovitinib	169
Flavopiridol	Alvocidib	170
Foretinib	Foretinib	171
GSK2334470	QLPHOXTXAKOFMU-WBVHZDCISA-N	172
IMD 0354	"N-(3,5-Bis(trifluoro.."	174
JQ1	JQ1 Compound	175
MLN-4924	Pevonedistat	176
MLN-8237	Alisertib	177
Oligomycin	Oligomycins	178
PF-431396	POJZIZBONPAWIV-UHFFFAOYSA-N	179
Piperlongumine	Piperlongumine	180
SB225002	"1-(2-Bromophenyl)-3.."	181
Simvastatin	Zocor	182
Thapsigargin	Thapsigargin	183
YM155	Sepantronium Bromide	184
5-fluorouracil	Fluorouracil	41
AZD-1480	Azd-1480	132
AZD-7762	"5-(3-Fluorophenyl)-N-.."	119
AZD-8055	"[5-[2,4-Bis((3S)-3.."	116
BIBW-2992	Afatinib	133
BYL-719	Alpelisib	130
Carfilzomib	Carfilzomib	110
GSK1120212	Trametinib	131
MK-1775	Adavosertib	2
Albendazole	Albendazole	259
Aprepitant	Aprepitant	260
Dihydroartemisinin	BJDCWCLMFKKGEE-ISOSDAIHSA-N	261
Carisoprodol	Carisoprodol	262
Cerivastatin	Cerivastatin	263
Chlorzoxazone	Chlorzoxazone	264
Cinacalcet	Cinacalcet	265
Clofarabine active form	Clofarabine active form	266
Cycloguanil	Cycloguanil	267
Diazoxide	Diazoxide	268
Dipyridamole	Dipyridamole	269
Dronedarone	Dronedarone	270
Eflornithine	Eflornithine	271
Ethinyl Estradiol	Ethinyl estradiol	272
Febuxostat	Febuxostat	273
Halofantrine	Halofantrine	274
Irinotecan	Irinotecan	275
Isoniazid	Isoniazid	276
Itraconazole	Itraconazole	277
Leflunomide	Leflunomide	278
Meclofenamic Acid	Meclofenamic acid	279
Mefloquine	Mefloquine	280
Mycophenolic Acid	Mycophenolic acid	281
Niclosamide	Niclosamide	282
Nisoldipine	Nisoldipine	283
Nitisinone	Nitisinone	284
Oxyphenbutazone	Oxyphenbutazone	285
Pazopanib	Pazopanib	286
Pyrvinium Chloride Dihydrate	Pyrvinium chloride dihydrate	287
Quinine	Quinine	288
Sodium Diethyldithiocarbamate Trihydrate	"Sodium diethyldithiocarbamate trihydrate"	289
(+/-)-Sulfinpyrazone	Sulfinpyrazone	290
Teriflunomide (A77 1726)	Teriflunomide	291
Thiabendazole	Thiabendazole	292
Tizoxanide	Tizoxanide	293
Topiramate	Topiramate	294
Triflupromazine	Triflupromazine	295
Valproic Acid	Valproic acid	296
A769662	"4-Hydroxy-3-(2'-hydroxy-1.."	297
AS252424	OYYVWNDMOQPMGE-SDQBBNPISA-N	298
BI78D3	"4-(2,3-Dihydrobenzo[b][1,4].."	299
bivanib/BI2536	Brivanib	300
BMS536924	ZWVZORIKUNOTCS-OAQYLSRUSA-N	301
C75	C75	302
cediranib/AZD2171	Cediranib	303
CHIR265	YABJJWZLRMPFSI-UHFFFAOYSA-N	304
CP690550	Tofacitinib	305
CX4945	Silmitasertib	306
Darinaparsin	Darinaparsin	307
Dorsomorphin	Dorsomorphin	308
ENMD2076	"(E)-N-(5-Methyl-1H-pyrazol.."	309
EX527	"6-Chloro-2,3,4,9-tetrahydro.."	310
FH535	FH535	311
fingolimod	Fingolimod	312
FK866	FK866	313
GSK0660	NDFKBGWLUHKMFY-UHFFFAOYSA-N	314
GW0742	GW0742	315
GW2580	"5-{3-Methoxy-4-[(4-methoxybenzyl).."	316
GW441756	NXNQLECPAXXYTR-UHFFFAOYSA-N	317
GW9662	2-Chloro-5-nitro-N-phenylbenzamide	318
HIF-1i	HIF-1i	319
Indole-3-carbinol	Indole-3-carbinol	320
IPA3	1,1-Dithiodi-2-naphthol	321
JNK5a	JNK5a	322
JZL184	"4-Nitrophenyl 4-[bis(2H-1,3-benzo.."	323
KU0063794	RFSMUFRPPYDYRD-CALCHBBNSA-N	324
KU55933	"2-Morpholino-6-(thianthren.."	325
L779450	"2-Chloro-5-(2-phenyl-5-(pyridin.."	326
Lestaurtinib	Lestaurtinib	327
LFM-A13	Lfm-a13	328
LSN415169	LSN415169	329
Midostaurin/PKC412	Midostaurin	330
nilutamide	Nilutamide	331
NVP-BEZ235	Dactolisib	332
OSU03012	YULUCECVQOCQFQ-UHFFFAOYSA-N	334
Perifosine	Perifosine	335
PF04217903	"2-(4-(1-(Quinolin-6-ylmethyl)-1H.."	336
PF562271	MZDKLVOWGIOKTN-UHFFFAOYSA-N	337
PIM-1 4a	"(5E)-5-[3-(Trifluoromethyl).."	338
pioglitazone	Pioglitazone	339
PLX4720	"N-(3-(5-Chloro-1H-pyrrolo[2,3-b].."	340
QS11	DOKZLKDGUQWMSX-HKBQPEDESA-N	341
RKI983	RKI983	342
ruxolitinib	Ruxolitinib	343
SNS-032	"N-[5-[(5-Tert-butyl-1,3-oxazol.."	344
SNS314	"1-(3-Chlorophenyl)-3-{5-[2-(Thieno.."	345
SrcI1	SrcI1	346
stibogluconate	Stibogluconate	347
SU6656	LOGJQOUIVKBFGH-YBEGLDIGSA-N	348
T0901317	"N-[4-(1,1,1,3,3,3-Hexafluoro.."	349
Tanespimycin/17-AAG	Tanespimycin	351
TCS401	"2-[(Carboxycarbonyl)amino.."	352
Tideglusib/TZDZ-8	Tideglusib	353
Tie2i	"4-(4-(6-Methoxynaphthalen.."	354
U73122	"1-(6-((3-Methoxyestra-1,3,5.."	355
vasastrol	vasastrol	356
vatalanib/PTK787	Vatalanib	357
VX702	"2-(2,4-Difluorophenyl.."	358
Wnti	Wnti	359
XL147	"N-[3-(2,1,3-Benzothiadiazol.."	361
ZM336372	"N-[5-(3-Dimethylamino.."	362
Bexarotene	Bexarotene	363
ABT263	Navitoclax	128
AZD7762	"(S)-5-(3-Fluorophenyl.."	119
BID1870	DTEKTGDVSARYDS-UHFFFAOYSA-N	191
cisplatin	Diamminedichloroplatinum	29
Crizotinib/PF2341066	Crizotinib	168
dasatanib	Dasatinib	24
decitabine	Decitabine	26
Dovitinib/CHIR-258	Dovitinib	169
Embelin	Embelin	203
Enzastaurin	Enzastaurin	204
erlotinib	Erlotinib	34
etoposide	Etoposide	36
everolimus	Everolimus	37
fludarabine	Fludarabine	40
gemcitabine	Gemcitabine	45
IMD0354	"N-(3,5-Bis(trifluoromethyl.."	174
lapatinib	Lapatinib	52
lenalidomide	Lenalidomide	54
MK1775	Adavosertib	2
MK2206	MK-2206 Free base	68
nilotinib	Nilotinib	71
Nutlin-3	Nutlin-3	220
NVP-TAE684	QQWUGDVOUVUTOY-UHFFFAOYSA-N	223
OSI906	Linsitinib	111
palbociclib/PD332991	Palbociclib	227
PD173074	PD173074	228
selumetinib/AZD6244	Selumetinib	137
sorafenib	Sorafenib	88
STA4783	Elesclomol	239
sunitinib	Sunitinib	90
Tamatinib/R406	NHHQJBCNYHBUSI-UHFFFAOYSA-N	127
temozolomide	Temozolomide	92
tipifarnib	Tipifarnib	244
Tozasertib/VX680	Tozasertib	246
Veliparib/ABT888	Veliparib	102
vincristine	Vincristine	104
vismodegib/GDC0449	Vismodegib	254
vorinostat/SAHA	Vorinostat	106
XAV939	"3,5,7,8-Tetrahydro-2-.."	256
GSK650394	GSK650394	173
