name	standard	id
PD325901	"N-[(2R)-2,3-Dihydroxypropoxy.."	69
Nelarabine	Nelarabine	70
Nilotinib	Nilotinib	71
MK-4827	Niraparib	72
MRK-003	NKHUILHBYOOZDF-NCOIWELASA-N	73
MK-4541	OGBFNZPDLOPGEO-OCWMMRLVSA-N	74
Oxaliplatin	Oxaliplatino	75
Paclitaxel	Paclitaxel	76
Pemetrexed_Disodium	Pemetrexed	77
Pemetrexed	Pemetrexed	77
Pentostatin	Pentostatin	78
Pipobroman	Pipobroman	79
Plicamycin	Plicamycin	80
pralatrexate	Pralatrexate	81
Procarbazine_hydrochloride	Procarbazine	82
Raloxifene_hydrochloride	Raloxifene	83
MK-8669	Ridaforolimus	84
Romidepsin	Romidepsin	85
Sirolimus	Sirolimus	86
7-Ethyl-10-hydroxycamptothecin	SN 38 Lactone	87
SN-38	SN 38 Lactone	87
Sorafenib_tosylate	Sorafenib	88
Sorafenib	Sorafenib	88
Streptozocin	Streptozocin	89
Sunitinib	Sunitinib	90
Tamoxifen_citrate	Tamoxifen	91
Temozolomide	Temozolomide	92
Teniposide	Teniposide	93
Thalidomide	Thalidomide	94
Thioguanine	Thioguanine	95
Thiotepa	Thiotepa	96
Topotecan_hydrochloride	Topotecan	97
Topotecan	Topotecan	97
Tretinoin	Tretinoin	98
Triethylenemelamine	Triethylenemelamine	99
Uracil_mustard	Uracil Mustard	100
Valrubicin	Valrubicin	101
ABT-888	Veliparib	102
Vinblastine_sulfate	Vinblastine	103
Vinblastine	Vinblastine	103
Vincristine_sulfate	Vincristine	104
Vinorelbine_tartrate	Vinorelbine	105
Vinorelbine	Vinorelbine	105
Vorinostat	Vorinostat	106
Zolinza	Vorinostat	106
L778123	YNBSQYGTJLIPJS-UHFFFAOYSA-N	107
Zoledronic_acid	Zoledronic Acid	108
Chloroquine	Chloroquine	109
Proteasome_2	Carfilzomib	110
IGFR_3	Linsitinib	111
FGFR	"N-{3-[2-(3,5-Dimethoxyphenyl).."	112
ATM	SCELLOWTHJGVIC-BGYRXZFFSA-N	113
ATR_4	(2R)-N-[4-(4-Methoxyphenyl)..	114
IGFR_4	BWHSKWLYLXKFHO-MRXNPFEDSA-N	115
MTOR	"[5-[2,4-Bis((3S)-3-methyl.."	116
MTOR_1	Vistusertib	117
PIK3C_2	Buparlisib	118
CHEK1	5-(3-Fluorophenyl)-N-[(3s)..	119
AKT	Capivasertib	120
FASN	MXQGGBTXHJSPPG-LJQANCHMSA-N	121
PIM1	"(R,Z)-5-((2-(3-Aminopipe.."	122
PARP1	Olaparib	123
TOP2	8-Dibenzothiophen..	124
CSNK2A1_2	FBMJGDCKBKUMJF-UHFFFAOYSA-N	125
PIK3CB_PIK3CD	"8-(1-(3,5-Difluorophenyl.."	126
SYK	R-406	127
BCL2	Navitoclax	128
PTK2	XXQNJSPSOWJIOZ-UHFFFAOYSA-N	129
PIK3CA_4	Alpelisib	130
MAP2K_3	Trametinib	131
JAK	Azd-1480	132
EGFR	Afatinib	133
BCL2_BCL2L1	UNEJSHNDABUZNY-UJNHCCGESA-N	134
TKI	Vandetanib	135
ALK	HRYNCLKDKCPYBF-UHFFFAOYSA-N	136
MAP2K_1	Selumetinib	137
ERBB	Sapitinib	138
ALK_IGFR	N-[4-(4-Aminopiperidin-1-yl)..	139
PIK3C	Pictilisib	140
BCL2L1	BCL2L1	141
BRAF_M	BRAF_M	142
ADAM17	ADAM17	143
AKT_SGK	AKT_SGK	144
ALK_2	ALK_2	145
BCL2_2	BCL2_2	146
BCL2_BCL2L1_BCL2L2	BCL2_BCL2L1_BCL2L2	147
BRAF_M2	BRAF_M2	148
EG5	EG5	149
ESR1	ESR1	150
HSP90	HSP90	151
IAP	IAP	152
PIK3C_MTOR	PIK3C_MTOR	153
PIK3CA_3	PIK3CA_3	154
PIK3CB	PIK3CB	155
PIP5K1	PIP5K1	156
SLC16A4	SLC16A4	157
TNF	TNF	158
TNFSF10	TNFSF10	159
TNKS_PARP6	TNKS_PARP6	160
WNT	WNT	161
AKT_1	MK-2206 Free base	68
MTOR_3	Everolimus	37
ESR1_1	Fulvestrant	42
TOP2_2	Etoposide	36
CarboTaxol	Paclitaxel	76
HDAC_4	Vorinostat	106
SN38	SN 38 Lactone	87
EGFR_2	Gefitinib	43
ESR1_3	Tamoxifen	91
17-DMAG	Alvespimycin	162
ABT-199	Venetoclax	163
BI-2536	XQVVPGYIWAGRNI-JOCHJYFZSA-N	164
BRD-7389	XASCINRGTHLHGM-UHFFFAOYSA-N	165
CMPD-1	MK2a Inhibitor	166
CREBi1	CREBi1	167
Crizotinib	Crizotinib	168
Dovitinib	Dovitinib	169
Flavopiridol	Alvocidib	170
Foretinib	Foretinib	171
GSK2334470	QLPHOXTXAKOFMU-WBVHZDCISA-N	172
GSK650394A	GSK650394A	173
IMD 0354	"N-(3,5-Bis(trifluoromethyl).."	174
JQ1	JQ1 Compound	175
MLN-4924	Pevonedistat	176
MLN-8237	Alisertib	177
Oligomycin	Oligomycins	178
PF-431396	POJZIZBONPAWIV-UHFFFAOYSA-N	179
Piperlongumine	Piperlongumine	180
SB225002	1-(2-Bromophenyl)-3..	181
Simvastatin	Zocor	182
Thapsigargin	Thapsigargin	183
YM155	Sepantronium Bromide	184
5-fluorouracil	Fluorouracil	41
AZD-1480	Azd-1480	132
AZD-7762	5-(3-Fluorophenyl)-N..	119
AZD-8055	"[5-[2,4-Bis((3S)-3-me.."	116
BIBW-2992	Afatinib	133
BYL-719	Alpelisib	130
Carfilzomib	Carfilzomib	110
GSK1120212	Trametinib	131
MK-1775	Adavosertib	2
GDC-0941	Pictilisib	140
